Site,Vol,Prob,Type,NUMBERO
Weilbull Metered 3-Lane,2490,0.621564156,Weilbull,3
Weilbull Metered 3-Lane,2500,0.657000764,Weilbull,3
Weilbull Metered 3-Lane,2510,0.69205684,Weilbull,3
Weilbull Metered 3-Lane,2520,0.726381699,Weilbull,3
Weilbull Metered 3-Lane,2530,0.759616664,Weilbull,3
Weilbull Metered 3-Lane,2540,0.791406994,Weilbull,3
Weilbull Metered 3-Lane,2550,0.82141543,Weilbull,3
Weilbull Metered 3-Lane,2560,0.849336706,Weilbull,3
Weilbull Metered 3-Lane,2570,0.874912102,Weilbull,3
Weilbull Metered 3-Lane,2580,0.897942917,Weilbull,3
Weilbull Metered 3-Lane,2590,0.918301618,Weilbull,3
Weilbull Metered 3-Lane,2600,0.935939392,Weilbull,3
Weilbull Metered 3-Lane,2610,0.950889024,Weilbull,3
Weilbull Metered 3-Lane,2620,0.963262352,Weilbull,3
Weilbull Metered 3-Lane,2630,0.973242089,Weilbull,3
Weilbull Metered 3-Lane,2640,0.98106848,Weilbull,3
Weilbull Metered 3-Lane,2650,0.987021904,Weilbull,3
Weilbull Metered 3-Lane,2660,0.991403193,Weilbull,3
Weilbull Metered 3-Lane,2670,0.99451377,Weilbull,3
Weilbull Metered 3-Lane,2680,0.996637787,Weilbull,3
Weilbull Metered 3-Lane,2690,0.998028122,Weilbull,3
Weilbull Metered 3-Lane,2700,0.998897434,Weilbull,3
Weilbull Metered 3-Lane,2710,0.999414629,Weilbull,3
Weilbull Metered 3-Lane,2720,0.999706201,Weilbull,3
Weilbull Metered 3-Lane,2730,0.999861262,Weilbull,3
Weilbull Metered 3-Lane,2740,0.999938675,Weilbull,3
Weilbull Metered 3-Lane,2750,0.999974767,Weilbull,3
Weilbull Metered 3-Lane,2760,0.999990393,Weilbull,3
Weilbull Metered 3-Lane,2770,0.999996637,Weilbull,3
Weilbull Metered 3-Lane,2780,0.999998926,Weilbull,3
Weilbull Metered 3-Lane,2790,0.999999689,Weilbull,3
Weilbull Metered 3-Lane,2800,0.999999919,Weilbull,3
Weilbull Metered 3-Lane,2810,0.999999981,Weilbull,3
Weilbull Metered 3-Lane,2820,0.999999996,Weilbull,3
Weilbull Metered 3-Lane,2830,0.999999999,Weilbull,3
Weilbull Metered 3-Lane,2840,1,Weilbull,3
Weilbull Metered 3-Lane,2850,1,Weilbull,3
Weilbull Metered 3-Lane,2860,1,Weilbull,3
Weilbull Metered 3-Lane,2870,1,Weilbull,3
Weilbull Metered 3-Lane,2880,1,Weilbull,3
Weilbull Metered 3-Lane,2890,1,Weilbull,3
Weilbull Metered 3-Lane,2900,1,Weilbull,3
Weilbull Metered 3-Lane,2910,1,Weilbull,3
Weilbull Metered 3-Lane,2920,1,Weilbull,3
Weilbull Metered 3-Lane,2930,1,Weilbull,3
Weilbull Metered 3-Lane,2940,1,Weilbull,3
Weilbull Metered 3-Lane,2950,1,Weilbull,3
Weilbull Metered 3-Lane,2960,1,Weilbull,3
Weilbull Metered 3-Lane,2970,1,Weilbull,3
Weilbull Metered 3-Lane,2980,1,Weilbull,3
Weilbull Metered 3-Lane,2990,1,Weilbull,3
Weilbull Metered 3-Lane,3000,1,Weilbull,3
Weilbull Metered 4-Lane,0,0,Weilbull,4
Weilbull Metered 4-Lane,10,1.27E-41,Weilbull,4
Weilbull Metered 4-Lane,20,2.19E-36,Weilbull,4
Weilbull Metered 4-Lane,30,2.53E-33,Weilbull,4
Weilbull Metered 4-Lane,40,3.78E-31,Weilbull,4
Weilbull Metered 4-Lane,50,1.83E-29,Weilbull,4
Weilbull Metered 4-Lane,60,4.36E-28,Weilbull,4
Weilbull Metered 4-Lane,70,6.37E-27,Weilbull,4
Weilbull Metered 4-Lane,80,6.50E-26,Weilbull,4
Weilbull Metered 4-Lane,90,5.05E-25,Weilbull,4
Weilbull Metered 4-Lane,100,3.15E-24,Weilbull,4
Weilbull Metered 4-Lane,110,1.66E-23,Weilbull,4
Weilbull Metered 4-Lane,120,7.52E-23,Weilbull,4
Weilbull Metered 4-Lane,130,3.03E-22,Weilbull,4
Weilbull Metered 4-Lane,140,1.10E-21,Weilbull,4
Weilbull Metered 4-Lane,150,3.65E-21,Weilbull,4
Weilbull Metered 4-Lane,160,1.12E-20,Weilbull,4
Weilbull Metered 4-Lane,170,3.22E-20,Weilbull,4
Weilbull Metered 4-Lane,180,8.69E-20,Weilbull,4
Weilbull Metered 4-Lane,190,2.23E-19,Weilbull,4
Weilbull Metered 4-Lane,200,5.43E-19,Weilbull,4
Weilbull Metered 4-Lane,210,1.27E-18,Weilbull,4
Weilbull Metered 4-Lane,220,2.85E-18,Weilbull,4
Weilbull Metered 4-Lane,230,6.18E-18,Weilbull,4
Weilbull Metered 4-Lane,240,1.30E-17,Weilbull,4
Weilbull Metered 4-Lane,250,2.63E-17,Weilbull,4
Weilbull Metered 4-Lane,260,5.21E-17,Weilbull,4
Weilbull Metered 4-Lane,270,1.00E-16,Weilbull,4
Weilbull Metered 4-Lane,280,1.89E-16,Weilbull,4
Weilbull Metered 4-Lane,290,3.48E-16,Weilbull,4
Weilbull Metered 4-Lane,300,6.28E-16,Weilbull,4
Weilbull Metered 4-Lane,310,1.11E-15,Weilbull,4
Weilbull Metered 4-Lane,320,1.93E-15,Weilbull,4
Weilbull Metered 4-Lane,330,3.30E-15,Weilbull,4
Weilbull Metered 4-Lane,340,5.54E-15,Weilbull,4
Weilbull Metered 4-Lane,350,9.17E-15,Weilbull,4
Weilbull Metered 4-Lane,360,1.50E-14,Weilbull,4
Weilbull Metered 4-Lane,370,2.41E-14,Weilbull,4
Weilbull Metered 4-Lane,380,3.84E-14,Weilbull,4
Weilbull Metered 4-Lane,390,6.03E-14,Weilbull,4
Weilbull Metered 4-Lane,400,9.36E-14,Weilbull,4
Weilbull Metered 4-Lane,410,1.44E-13,Weilbull,4
Weilbull Metered 4-Lane,420,2.19E-13,Weilbull,4
Weilbull Metered 4-Lane,430,3.29E-13,Weilbull,4
Weilbull Metered 4-Lane,440,4.91E-13,Weilbull,4
Weilbull Metered 4-Lane,450,7.26E-13,Weilbull,4
Weilbull Metered 4-Lane,460,1.06E-12,Weilbull,4
Weilbull Metered 4-Lane,470,1.55E-12,Weilbull,4
Weilbull Metered 4-Lane,480,2.23E-12,Weilbull,4
Weilbull Metered 4-Lane,490,3.19E-12,Weilbull,4
Weilbull Metered 4-Lane,500,4.54E-12,Weilbull,4
Weilbull Metered 4-Lane,510,6.41E-12,Weilbull,4
Weilbull Metered 4-Lane,520,8.98E-12,Weilbull,4
Weilbull Metered 4-Lane,530,1.25E-11,Weilbull,4
Weilbull Metered 4-Lane,540,1.73E-11,Weilbull,4
Weilbull Metered 4-Lane,550,2.38E-11,Weilbull,4
Weilbull Metered 4-Lane,560,3.26E-11,Weilbull,4
Weilbull Metered 4-Lane,570,4.43E-11,Weilbull,4
Weilbull Metered 4-Lane,580,6.00E-11,Weilbull,4
Weilbull Metered 4-Lane,590,8.08E-11,Weilbull,4
Weilbull Metered 4-Lane,600,1.08E-10,Weilbull,4
Weilbull Metered 4-Lane,610,1.44E-10,Weilbull,4
Weilbull Metered 4-Lane,620,1.91E-10,Weilbull,4
Weilbull Metered 4-Lane,630,2.53E-10,Weilbull,4
Weilbull Metered 4-Lane,640,3.33E-10,Weilbull,4
Weilbull Metered 4-Lane,650,4.35E-10,Weilbull,4
Weilbull Metered 4-Lane,660,5.68E-10,Weilbull,4
Weilbull Metered 4-Lane,670,7.38E-10,Weilbull,4
Weilbull Metered 4-Lane,680,9.55E-10,Weilbull,4
Weilbull Metered 4-Lane,690,1.23E-09,Weilbull,4
Weilbull Metered 4-Lane,700,1.58E-09,Weilbull,4
Weilbull Metered 4-Lane,710,2.02E-09,Weilbull,4
Weilbull Metered 4-Lane,720,2.58E-09,Weilbull,4
Weilbull Metered 4-Lane,730,3.28E-09,Weilbull,4
Weilbull Metered 4-Lane,740,4.16E-09,Weilbull,4
Weilbull Metered 4-Lane,750,5.25E-09,Weilbull,4
Weilbull Metered 4-Lane,760,6.61E-09,Weilbull,4
Weilbull Metered 4-Lane,770,8.29E-09,Weilbull,4
Weilbull Metered 4-Lane,780,1.04E-08,Weilbull,4
Weilbull Metered 4-Lane,790,1.30E-08,Weilbull,4
Weilbull Metered 4-Lane,800,1.61E-08,Weilbull,4
Weilbull Metered 4-Lane,810,2.00E-08,Weilbull,4
Weilbull Metered 4-Lane,820,2.48E-08,Weilbull,4
Weilbull Metered 4-Lane,830,3.06E-08,Weilbull,4
Weilbull Metered 4-Lane,840,3.77E-08,Weilbull,4
Weilbull Metered 4-Lane,850,4.63E-08,Weilbull,4
Weilbull Metered 4-Lane,860,5.67E-08,Weilbull,4
Weilbull Metered 4-Lane,870,6.94E-08,Weilbull,4
Weilbull Metered 4-Lane,880,8.46E-08,Weilbull,4
Weilbull Metered 4-Lane,890,1.03E-07,Weilbull,4
Weilbull Metered 4-Lane,900,1.25E-07,Weilbull,4
Weilbull Metered 4-Lane,910,1.52E-07,Weilbull,4
Weilbull Metered 4-Lane,920,1.83E-07,Weilbull,4
Weilbull Metered 4-Lane,930,2.21E-07,Weilbull,4
Weilbull Metered 4-Lane,940,2.67E-07,Weilbull,4
Weilbull Metered 4-Lane,950,3.20E-07,Weilbull,4
Weilbull Metered 4-Lane,960,3.84E-07,Weilbull,4
Weilbull Metered 4-Lane,970,4.60E-07,Weilbull,4
Weilbull Metered 4-Lane,980,5.50E-07,Weilbull,4
Weilbull Metered 4-Lane,990,6.57E-07,Weilbull,4
Weilbull Metered 4-Lane,1000,7.82E-07,Weilbull,4
Weilbull Metered 4-Lane,1010,9.30E-07,Weilbull,4
Weilbull Metered 4-Lane,1020,1.10E-06,Weilbull,4
Weilbull Metered 4-Lane,1030,1.31E-06,Weilbull,4
Weilbull Metered 4-Lane,1040,1.55E-06,Weilbull,4
Weilbull Metered 4-Lane,1050,1.83E-06,Weilbull,4
Weilbull Metered 4-Lane,1060,2.15E-06,Weilbull,4
Weilbull Metered 4-Lane,1070,2.54E-06,Weilbull,4
Weilbull Metered 4-Lane,1080,2.98E-06,Weilbull,4
Weilbull Metered 4-Lane,1090,3.50E-06,Weilbull,4
Weilbull Metered 4-Lane,1100,4.10E-06,Weilbull,4
Weilbull Metered 4-Lane,1110,4.80E-06,Weilbull,4
Weilbull Metered 4-Lane,1120,5.61E-06,Weilbull,4
Weilbull Metered 4-Lane,1130,6.55E-06,Weilbull,4
Weilbull Metered 4-Lane,1140,7.64E-06,Weilbull,4
Weilbull Metered 4-Lane,1150,8.89E-06,Weilbull,4
Weilbull Metered 4-Lane,1160,1.03E-05,Weilbull,4
Weilbull Metered 4-Lane,1170,1.20E-05,Weilbull,4
Weilbull Metered 4-Lane,1180,1.39E-05,Weilbull,4
Weilbull Metered 4-Lane,1190,1.61E-05,Weilbull,4
Weilbull Metered 4-Lane,1200,1.86E-05,Weilbull,4
Weilbull Metered 4-Lane,1210,2.15E-05,Weilbull,4
Weilbull Metered 4-Lane,1220,2.49E-05,Weilbull,4
Weilbull Metered 4-Lane,1230,2.86E-05,Weilbull,4
Weilbull Metered 4-Lane,1240,3.30E-05,Weilbull,4
Weilbull Metered 4-Lane,1250,3.79E-05,Weilbull,4
Weilbull Metered 4-Lane,1260,4.36E-05,Weilbull,4
Weilbull Metered 4-Lane,1270,5.00E-05,Weilbull,4
Weilbull Metered 4-Lane,1280,5.73E-05,Weilbull,4
Weilbull Metered 4-Lane,1290,6.56E-05,Weilbull,4
Weilbull Metered 4-Lane,1300,7.50E-05,Weilbull,4
Weilbull Metered 4-Lane,1310,8.57E-05,Weilbull,4
Weilbull Metered 4-Lane,1320,9.78E-05,Weilbull,4
Weilbull Metered 4-Lane,1330,0.000111558,Weilbull,4
Weilbull Metered 4-Lane,1340,0.000127081,Weilbull,4
Weilbull Metered 4-Lane,1350,0.000144625,Weilbull,4
Weilbull Metered 4-Lane,1360,0.000164434,Weilbull,4
Weilbull Metered 4-Lane,1370,0.000186779,Weilbull,4
Weilbull Metered 4-Lane,1380,0.000211965,Weilbull,4
Weilbull Metered 4-Lane,1390,0.000240326,Weilbull,4
Weilbull Metered 4-Lane,1400,0.000272237,Weilbull,4
Weilbull Metered 4-Lane,1410,0.000308111,Weilbull,4
Weilbull Metered 4-Lane,1420,0.000348406,Weilbull,4
Weilbull Metered 4-Lane,1430,0.00039363,Weilbull,4
Weilbull Metered 4-Lane,1440,0.000444345,Weilbull,4
Weilbull Metered 4-Lane,1450,0.000501172,Weilbull,4
Weilbull Metered 4-Lane,1460,0.000564797,Weilbull,4
Weilbull Metered 4-Lane,1470,0.000635978,Weilbull,4
Weilbull Metered 4-Lane,1480,0.000715551,Weilbull,4
Weilbull Metered 4-Lane,1490,0.000804437,Weilbull,4
Weilbull Metered 4-Lane,1500,0.000903651,Weilbull,4
Weilbull Metered 4-Lane,1510,0.001014311,Weilbull,4
Weilbull Metered 4-Lane,1520,0.001137648,Weilbull,4
Weilbull Metered 4-Lane,1530,0.001275012,Weilbull,4
Weilbull Metered 4-Lane,1540,0.00142789,Weilbull,4
Weilbull Metered 4-Lane,1550,0.001597912,Weilbull,4
Weilbull Metered 4-Lane,1560,0.001786868,Weilbull,4
Weilbull Metered 4-Lane,1570,0.001996719,Weilbull,4
Weilbull Metered 4-Lane,1580,0.002229616,Weilbull,4
Weilbull Metered 4-Lane,1590,0.002487912,Weilbull,4
Weilbull Metered 4-Lane,1600,0.002774183,Weilbull,4
Weilbull Metered 4-Lane,1610,0.003091244,Weilbull,4
Weilbull Metered 4-Lane,1620,0.003442173,Weilbull,4
Weilbull Metered 4-Lane,1630,0.003830329,Weilbull,4
Weilbull Metered 4-Lane,1640,0.004259379,Weilbull,4
Weilbull Metered 4-Lane,1650,0.004733318,Weilbull,4
Weilbull Metered 4-Lane,1660,0.005256502,Weilbull,4
Weilbull Metered 4-Lane,1670,0.005833673,Weilbull,4
Weilbull Metered 4-Lane,1680,0.006469987,Weilbull,4
Weilbull Metered 4-Lane,1690,0.007171052,Weilbull,4
Weilbull Metered 4-Lane,1700,0.007942958,Weilbull,4
Weilbull Metered 4-Lane,1710,0.008792315,Weilbull,4
Weilbull Metered 4-Lane,1720,0.009726289,Weilbull,4
Weilbull Metered 4-Lane,1730,0.010752646,Weilbull,4
Weilbull Metered 4-Lane,1740,0.011879792,Weilbull,4
Weilbull Metered 4-Lane,1750,0.013116816,Weilbull,4
Weilbull Metered 4-Lane,1760,0.01447354,Weilbull,4
Weilbull Metered 4-Lane,1770,0.015960563,Weilbull,4
Weilbull Metered 4-Lane,1780,0.017589313,Weilbull,4
Weilbull Metered 4-Lane,1790,0.019372096,Weilbull,4
Weilbull Metered 4-Lane,1800,0.021322151,Weilbull,4
Weilbull Metered 4-Lane,1810,0.023453699,Weilbull,4
Weilbull Metered 4-Lane,1820,0.025781998,Weilbull,4
Weilbull Metered 4-Lane,1830,0.028323395,Weilbull,4
Weilbull Metered 4-Lane,1840,0.031095378,Weilbull,4
Weilbull Metered 4-Lane,1850,0.034116624,Weilbull,4
Weilbull Metered 4-Lane,1860,0.037407049,Weilbull,4
Weilbull Metered 4-Lane,1870,0.040987848,Weilbull,4
Weilbull Metered 4-Lane,1880,0.044881531,Weilbull,4
Weilbull Metered 4-Lane,1890,0.049111958,Weilbull,4
Weilbull Metered 4-Lane,1900,0.053704357,Weilbull,4
Weilbull Metered 4-Lane,1910,0.058685337,Weilbull,4
Weilbull Metered 4-Lane,1920,0.064082881,Weilbull,4
Weilbull Metered 4-Lane,1930,0.069926334,Weilbull,4
Weilbull Metered 4-Lane,1940,0.076246361,Weilbull,4
Weilbull Metered 4-Lane,1950,0.083074889,Weilbull,4
Weilbull Metered 4-Lane,1960,0.09044502,Weilbull,4
Weilbull Metered 4-Lane,1970,0.098390916,Weilbull,4
Weilbull Metered 4-Lane,1980,0.106947649,Weilbull,4
Weilbull Metered 4-Lane,1990,0.116151012,Weilbull,4
Weilbull Metered 4-Lane,2000,0.126037283,Weilbull,4
Weilbull Metered 4-Lane,2010,0.136642949,Weilbull,4
Weilbull Metered 4-Lane,2020,0.148004362,Weilbull,4
Weilbull Metered 4-Lane,2030,0.160157348,Weilbull,4
Weilbull Metered 4-Lane,2040,0.173136746,Weilbull,4
Weilbull Metered 4-Lane,2050,0.18697588,Weilbull,4
Weilbull Metered 4-Lane,2060,0.201705955,Weilbull,4
Weilbull Metered 4-Lane,2070,0.217355388,Weilbull,4
Weilbull Metered 4-Lane,2080,0.233949049,Weilbull,4
Weilbull Metered 4-Lane,2090,0.251507443,Weilbull,4
Weilbull Metered 4-Lane,2100,0.270045804,Weilbull,4
Weilbull Metered 4-Lane,2110,0.289573136,Weilbull,4
Weilbull Metered 4-Lane,2120,0.310091193,Weilbull,4
Weilbull Metered 4-Lane,2130,0.331593417,Weilbull,4
Weilbull Metered 4-Lane,2140,0.354063856,Weilbull,4
Weilbull Metered 4-Lane,2150,0.377476085,Weilbull,4
Weilbull Metered 4-Lane,2160,0.401792154,Weilbull,4
Weilbull Metered 4-Lane,2170,0.426961615,Weilbull,4
Weilbull Metered 4-Lane,2180,0.452920651,Weilbull,4
Weilbull Metered 4-Lane,2190,0.479591379,Weilbull,4
Weilbull Metered 4-Lane,2200,0.506881357,Weilbull,4
Weilbull Metered 4-Lane,2210,0.534683379,Weilbull,4
Weilbull Metered 4-Lane,2220,0.562875596,Weilbull,4
Weilbull Metered 4-Lane,2230,0.591322039,Weilbull,4
Weilbull Metered 4-Lane,2240,0.619873596,Weilbull,4
Weilbull Metered 4-Lane,2250,0.648369488,Weilbull,4
Weilbull Metered 4-Lane,2260,0.676639284,Weilbull,4
Weilbull Metered 4-Lane,2270,0.704505469,Weilbull,4
Weilbull Metered 4-Lane,2280,0.731786564,Weilbull,4
Weilbull Metered 4-Lane,2290,0.758300744,Weilbull,4
Weilbull Metered 4-Lane,2300,0.783869912,Weilbull,4
Weilbull Metered 4-Lane,2310,0.80832409,Weilbull,4
Weilbull Metered 4-Lane,2320,0.831505997,Weilbull,4
Weilbull Metered 4-Lane,2330,0.853275625,Weilbull,4
Weilbull Metered 4-Lane,2340,0.873514597,Weilbull,4
Weilbull Metered 4-Lane,2350,0.892130068,Weilbull,4
Weilbull Metered 4-Lane,2360,0.909057925,Weilbull,4
Weilbull Metered 4-Lane,2370,0.924265054,Weilbull,4
Weilbull Metered 4-Lane,2380,0.937750464,Weilbull,4
Weilbull Metered 4-Lane,2390,0.949545125,Weilbull,4
Weilbull Metered 4-Lane,2400,0.959710444,Weilbull,4
Weilbull Metered 4-Lane,2410,0.968335391,Weilbull,4
Weilbull Metered 4-Lane,2420,0.975532394,Weilbull,4
Weilbull Metered 4-Lane,2430,0.981432226,Weilbull,4
Weilbull Metered 4-Lane,2440,0.986178193,Weilbull,4
Weilbull Metered 4-Lane,2450,0.989919998,Weilbull,4
Weilbull Metered 4-Lane,2460,0.992807693,Weilbull,4
Weilbull Metered 4-Lane,2470,0.994986122,Weilbull,4
Weilbull Metered 4-Lane,2480,0.996590222,Weilbull,4
Weilbull Metered 4-Lane,2490,0.997741421,Weilbull,4
Weilbull Metered 4-Lane,2500,0.998545311,Weilbull,4
Weilbull Metered 4-Lane,2510,0.999090599,Weilbull,4
Weilbull Metered 4-Lane,2520,0.999449229,Weilbull,4
Weilbull Metered 4-Lane,2530,0.999677487,Weilbull,4
Weilbull Metered 4-Lane,2540,0.999817793,Weilbull,4
Weilbull Metered 4-Lane,2550,0.999900906,Weilbull,4
Weilbull Metered 4-Lane,2560,0.999948243,Weilbull,4
Weilbull Metered 4-Lane,2570,0.999974104,Weilbull,4
Weilbull Metered 4-Lane,2580,0.999987621,Weilbull,4
Weilbull Metered 4-Lane,2590,0.999994362,Weilbull,4
Weilbull Metered 4-Lane,2600,0.999997561,Weilbull,4
Weilbull Metered 4-Lane,2610,0.999999001,Weilbull,4
Weilbull Metered 4-Lane,2620,0.999999614,Weilbull,4
Weilbull Metered 4-Lane,2630,0.99999986,Weilbull,4
Weilbull Metered 4-Lane,2640,0.999999952,Weilbull,4
Weilbull Metered 4-Lane,2650,0.999999985,Weilbull,4
Weilbull Metered 4-Lane,2660,0.999999996,Weilbull,4
Weilbull Metered 4-Lane,2670,0.999999999,Weilbull,4
Weilbull Metered 4-Lane,2680,1,Weilbull,4
Weilbull Metered 4-Lane,2690,1,Weilbull,4
Weilbull Metered 4-Lane,2700,1,Weilbull,4
Weilbull Metered 4-Lane,2710,1,Weilbull,4
Weilbull Metered 4-Lane,2720,1,Weilbull,4
Weilbull Metered 4-Lane,2730,1,Weilbull,4
Weilbull Metered 4-Lane,2740,1,Weilbull,4
Weilbull Metered 4-Lane,2750,1,Weilbull,4
Weilbull Metered 4-Lane,2760,1,Weilbull,4
Weilbull Metered 4-Lane,2770,1,Weilbull,4
Weilbull Metered 4-Lane,2780,1,Weilbull,4
Weilbull Metered 4-Lane,2790,1,Weilbull,4
Weilbull Metered 4-Lane,2800,1,Weilbull,4
Weilbull Metered 4-Lane,2810,1,Weilbull,4
Weilbull Metered 4-Lane,2820,1,Weilbull,4
Weilbull Metered 4-Lane,2830,1,Weilbull,4
Weilbull Metered 4-Lane,2840,1,Weilbull,4
Weilbull Metered 4-Lane,2850,1,Weilbull,4
Weilbull Metered 4-Lane,2860,1,Weilbull,4
Weilbull Metered 4-Lane,2870,1,Weilbull,4
Weilbull Metered 4-Lane,2880,1,Weilbull,4
Weilbull Metered 4-Lane,2890,1,Weilbull,4
Weilbull Metered 4-Lane,2900,1,Weilbull,4
Weilbull Metered 4-Lane,2910,1,Weilbull,4
Weilbull Metered 4-Lane,2920,1,Weilbull,4
Weilbull Metered 4-Lane,2930,1,Weilbull,4
Weilbull Metered 4-Lane,2940,1,Weilbull,4
Weilbull Metered 4-Lane,2950,1,Weilbull,4
Weilbull Metered 4-Lane,2960,1,Weilbull,4
Weilbull Metered 4-Lane,2970,1,Weilbull,4
Weilbull Metered 4-Lane,2980,1,Weilbull,4
Weilbull Metered 4-Lane,2990,1,Weilbull,4
Weilbull Metered 4-Lane,3000,1,Weilbull,4
PLM Not Metered 3-Lane,1072,0.00002,PLM,
PLM Not Metered 3-Lane,1124,0.00005,PLM,
PLM Not Metered 3-Lane,1280,0.00009,PLM,
PLM Not Metered 3-Lane,1308,0.00013,PLM,
PLM Not Metered 3-Lane,1376.304,0.00019,PLM,
PLM Not Metered 3-Lane,1399.68,0.00024,PLM,
PLM Not Metered 3-Lane,1455,0.00031,PLM,
PLM Not Metered 3-Lane,1476,0.00038,PLM,
PLM Not Metered 3-Lane,1488.216,0.00045,PLM,
PLM Not Metered 3-Lane,1524.432,0.00053,PLM,
PLM Not Metered 3-Lane,1528,0.00061,PLM,
PLM Not Metered 3-Lane,1536,0.0007,PLM,
PLM Not Metered 3-Lane,1536,0.00078,PLM,
PLM Not Metered 3-Lane,1542,0.00087,PLM,
PLM Not Metered 3-Lane,1545,0.00096,PLM,
PLM Not Metered 3-Lane,1559.52,0.00105,PLM,
PLM Not Metered 3-Lane,1566,0.00115,PLM,
PLM Not Metered 3-Lane,1572,0.00124,PLM,
PLM Not Metered 3-Lane,1575,0.00134,PLM,
PLM Not Metered 3-Lane,1578,0.00144,PLM,
PLM Not Metered 3-Lane,1578,0.00154,PLM,
PLM Not Metered 3-Lane,1584,0.00164,PLM,
PLM Not Metered 3-Lane,1587,0.00174,PLM,
PLM Not Metered 3-Lane,1587,0.00184,PLM,
PLM Not Metered 3-Lane,1590,0.00195,PLM,
PLM Not Metered 3-Lane,1603.9,0.00205,PLM,
PLM Not Metered 3-Lane,1605,0.00216,PLM,
PLM Not Metered 3-Lane,1608,0.00227,PLM,
PLM Not Metered 3-Lane,1608,0.00238,PLM,
PLM Not Metered 3-Lane,1623,0.0025,PLM,
PLM Not Metered 3-Lane,1628,0.00262,PLM,
PLM Not Metered 3-Lane,1629,0.00274,PLM,
PLM Not Metered 3-Lane,1631.252,0.00286,PLM,
PLM Not Metered 3-Lane,1635,0.00298,PLM,
PLM Not Metered 3-Lane,1635,0.0031,PLM,
PLM Not Metered 3-Lane,1647,0.00323,PLM,
PLM Not Metered 3-Lane,1647,0.00336,PLM,
PLM Not Metered 3-Lane,1647,0.00348,PLM,
PLM Not Metered 3-Lane,1653,0.00362,PLM,
PLM Not Metered 3-Lane,1653,0.00375,PLM,
PLM Not Metered 3-Lane,1659,0.00388,PLM,
PLM Not Metered 3-Lane,1665,0.00402,PLM,
PLM Not Metered 3-Lane,1665,0.00416,PLM,
PLM Not Metered 3-Lane,1668,0.0043,PLM,
PLM Not Metered 3-Lane,1674,0.00444,PLM,
PLM Not Metered 3-Lane,1674,0.00458,PLM,
PLM Not Metered 3-Lane,1680,0.00473,PLM,
PLM Not Metered 3-Lane,1686,0.00488,PLM,
PLM Not Metered 3-Lane,1686,0.00503,PLM,
PLM Not Metered 3-Lane,1689,0.00518,PLM,
PLM Not Metered 3-Lane,1691.712,0.00534,PLM,
PLM Not Metered 3-Lane,1692,0.00549,PLM,
PLM Not Metered 3-Lane,1696,0.00565,PLM,
PLM Not Metered 3-Lane,1707,0.00581,PLM,
PLM Not Metered 3-Lane,1707,0.00597,PLM,
PLM Not Metered 3-Lane,1707,0.00613,PLM,
PLM Not Metered 3-Lane,1707,0.0063,PLM,
PLM Not Metered 3-Lane,1710,0.00646,PLM,
PLM Not Metered 3-Lane,1710,0.00663,PLM,
PLM Not Metered 3-Lane,1712,0.00679,PLM,
PLM Not Metered 3-Lane,1713,0.00696,PLM,
PLM Not Metered 3-Lane,1722,0.00714,PLM,
PLM Not Metered 3-Lane,1724.3,0.00731,PLM,
PLM Not Metered 3-Lane,1731,0.00749,PLM,
PLM Not Metered 3-Lane,1732,0.00768,PLM,
PLM Not Metered 3-Lane,1736,0.00786,PLM,
PLM Not Metered 3-Lane,1737,0.00805,PLM,
PLM Not Metered 3-Lane,1740,0.00824,PLM,
PLM Not Metered 3-Lane,1752,0.00843,PLM,
PLM Not Metered 3-Lane,1752,0.00863,PLM,
PLM Not Metered 3-Lane,1752,0.00883,PLM,
PLM Not Metered 3-Lane,1761,0.00904,PLM,
PLM Not Metered 3-Lane,1761,0.00924,PLM,
PLM Not Metered 3-Lane,1764.36,0.00945,PLM,
PLM Not Metered 3-Lane,1768,0.00967,PLM,
PLM Not Metered 3-Lane,1770,0.00988,PLM,
PLM Not Metered 3-Lane,1772,0.0101,PLM,
PLM Not Metered 3-Lane,1775.232,0.01032,PLM,
PLM Not Metered 3-Lane,1776,0.01054,PLM,
PLM Not Metered 3-Lane,1779,0.01076,PLM,
PLM Not Metered 3-Lane,1779.4,0.01099,PLM,
PLM Not Metered 3-Lane,1791,0.01123,PLM,
PLM Not Metered 3-Lane,1791.576,0.01147,PLM,
PLM Not Metered 3-Lane,1791.828,0.01171,PLM,
PLM Not Metered 3-Lane,1792,0.01195,PLM,
PLM Not Metered 3-Lane,1792.384,0.01219,PLM,
PLM Not Metered 3-Lane,1800,0.01244,PLM,
PLM Not Metered 3-Lane,1803,0.01269,PLM,
PLM Not Metered 3-Lane,1806,0.01295,PLM,
PLM Not Metered 3-Lane,1808.664,0.01322,PLM,
PLM Not Metered 3-Lane,1811.672,0.01348,PLM,
PLM Not Metered 3-Lane,1812.016,0.01375,PLM,
PLM Not Metered 3-Lane,1812.448,0.01402,PLM,
PLM Not Metered 3-Lane,1815,0.01429,PLM,
PLM Not Metered 3-Lane,1816,0.01457,PLM,
PLM Not Metered 3-Lane,1816.288,0.01484,PLM,
PLM Not Metered 3-Lane,1823.796,0.01513,PLM,
PLM Not Metered 3-Lane,1824.108,0.01541,PLM,
PLM Not Metered 3-Lane,1828,0.01571,PLM,
PLM Not Metered 3-Lane,1831.536,0.01601,PLM,
